landingPagePath,sessions,sessionDuration,avgSessionDuration,bounces,bounceRate,pageViews,avgTimeOnPage,pageViewsPerSession,exits,exitRate
/?fbclid=IwAR1IHbolFwbDcRnOOEa7bjz9uX2go_0j1HKAexItQ08VAwwV6SqihgorWU0,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1J6o7vm0Obb5Olku173O5fjYBEeCXWyF2b_u4-OkpS5VE3Ft5KBF3-bfU,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1jQ01IZjtrJiswcq9YXHOnRZUnDkQr0ZBmqEsyoTopwGsDAZjh8UvO4TA,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1jqDS0C-ClLg1dHZMlQvw6W4DLSMOLkAIWnF2QAgNCAYpx153HmbWdBjA,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1Jtz5E7G7IMdS51oKK1JTsdV9aTD2AgxLI1gKtUjXXuzbteGQUlH4LAD4,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1jWAsO6enyU1eOeFHEOQScvbB2ahV1vNlHxH-rz9NiTcaBn671kVxymNk,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1Kbms6oTtjEK_Vu9w5Yzyfi-1Efm1c9eZw2affgYkGoQqpQwucU7Uhc_8,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1KiL6qBQVwNqr3YdCTJ5EnG_ojormrzYAZKMCEA79O0W2ISsqRuX5Ot0w,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1KQhvbGBWKrBcyxWtUoN0QXl3VfX6I_-UbLV4f1XFpVd7P-X5lxbIVkGg,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1L4nL7F4LFGqNBpegB1QgRAaSouj04W4JHBEc1xKwsYkddCnG5g8HJDCo,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1lhcuL9e9fmM-yG4r-sNO3Ugaqt0aKwItT49ZMFVnY8qM0Da1LzxnVqDw,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1Lus2uN2noJb_3pQKhcrFI1e2ZKNGsiisL9vbS3smNp0wZIHhptIu2o24,1,14,14,0,0,3,7,3,1,33.33333333333333
/?fbclid=IwAR1mCRKs_Wde3WdI1JIBMbrPBw1w0u4ezU1gecBeZrxGCjORVmmWJTy7m3k,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1MJYca4su33aAtctCuwP1ZMH8ATDmEP1-KsqWJONBGjxAHwohUqEArL3c,1,798,798,0,0,2,798,2,1,50
/?fbclid=IwAR1Mnotu6FjsEJ-rIwb8yNWTguIG9mkQbQnSezDxtfnu7ehoCL4nVisA5WU,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1MxstscSxIShfUyXGEc9G_FBfhZhWWfY08PLVVGcMjf-DTx0pf-oNFjS8,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1N12AA3wZT2aitn41j4zvzwdMKVsCNRHck9h0jVwm6MZMBhgfNsfOBHOs,1,315,315,0,0,7,52.666666666666664,7,1,14.285714285714285
/?fbclid=IwAR1nC8Ar0qhXn7f-ySe43__09a2t5mLeDEAyoo7sQG0IF-CKMpPPThpOdsE,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1ndW7o6AI8viQLMd8abM1ZTnqJyBl7C5odpCk3DAPiHzSs0JkHm6_48PA,1,178,178,0,0,3,89,3,1,33.33333333333333
/?fbclid=IwAR1nQgjPO1jBNNKon_Vi9MB_yKe-3UIA21EyVI0JS0qzaUMCdvM-zh064TU,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1nqmnHLCaLkxaoLfId71INXj4vK_ymsyfZ15brOhSZ2ZWkAVhDaS6PGQc,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1NYJhB5ncE8Xp8tXufZgOitIrsyNL3wGrqPwdnGYKQYf5A4uPTtUJJASc,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1nywWRs0B6SrpQio3X4Bii8c4BgPEdlNoKMzPVKiujw3kpDlqgIawNTN0,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1o6n441utDPRP0BvLj2fRphz9GVVetpKPjF6cCfMoo2pFTNK-J1vPrmkw,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1OyZ9s_A3zKFiQI7Bn6MF4SGcX08prNfXEj9CIJr_kfE1PDNQyIQ5BkGs,1,106,106,0,0,2,106,2,1,50
/?fbclid=IwAR1PdzAISXI0bXLeNbL8s0IqwZgBsgjsglHyETz2SXJhvflWbfkDpcchzCY,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1pMmlb_PUnLUhz5f_tGQNf9gNOzreZSvPm8-RGcxWOZ8nsbKwCB_imxes,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1PxPyRa8-cSZoP4IxZ_JeqIV6K3Rb1ISdlcBlD3YqudF_w2yRi7HJ6ZcY,1,114,114,0,0,2,114,2,1,50
/?fbclid=IwAR1Q3IBhApos9V8i6WmxtC9_qHZyDpTmG1PKYzuiQ_sOxlTFwvUV8KxYHX4,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1Q43XrnIYr1a7h2j4MYcbxSO0HEDNTQtm-9dFKGVhnnXqiE7WSSPzeGDw,1,133,133,0,0,3,66,3,1,33.33333333333333
/?fbclid=IwAR1q8YVMvMGWX4iDpZaz4ux7GRymDhXLfEjJyBGBTjLujZaWIx-ZGNZNNEA,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1QhhynX806iaaoCTAr2W55AKauukcqtLKhES6tI1ReUDwMs82fCBgQB2g,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1qMsfj7lNIDFdAsl-BdE-_U0UDhC0wJ3s1n7iwaaqH72UdFhZWkOI7-sg,4,994,248.5,3,75,6,497,1.5,4,66.66666666666666
/?fbclid=IwAR1RHV13sAditoCa6KpciJhGOtdspgHZRLc89d_PjJDtCiNMI6xz2ldcjJ0,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1RlOFu8Fel6PHdCR6iEjlrAQ3L9g2gnsYmOHaWt6ql9W61Lz-DpJNlBsc,1,557,557,0,0,10,61.888888888888886,10,1,10
/?fbclid=IwAR1sEzzK5uatEGPMnqPxmuMo8dL5_0LyW0etzYCTLsb076Q_g9lhT5hAftc,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1sI2jUO7I5PPUB9T822qtC2OKnxhQGgmcxssDQigx2-8UcZM5227ZeWw4,1,74,74,0,0,5,18.25,5,1,20
/?fbclid=IwAR1SIWxk1y8dlipvWRp0nnOkm5vOssyATDiRZCs2SHwIq3EIeF1uC0UsDhE,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1StNZkxWyJ9z3CKTHqv7fL5v5n86sRa9P1RHQO3wLmOQY3MwsGi_3FOdU,1,60,60,0,0,2,60,2,1,50
/?fbclid=IwAR1svA9GKFee0Ui0KPnOEx5tLOVMdXm54C60a0KYN2MjBCI23fg1MQlGmhc,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1TcHAlbn4rQKVKGqmOVbqYK26kEm-JZI2SflNc1zRKH9kC2A3LP4bkFnU,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1U_GpnqJggIYLumcAADMuJ7gldUOj41p6MV-5qo3QSDaOZqgYSzRl_56I,1,35,35,0,0,2,35,2,1,50
/?fbclid=IwAR1uaG49rGGI7gJmXsVDfpn_0aWDt0vZSuEyDsUWp-keTZuUfSFjIgelTBo,1,188,188,0,0,9,23.5,9,1,11.11111111111111
/?fbclid=IwAR1UMue9QzmddhVhUT6IaZ9nlmo9i_h7ocs_yTtfe95VxXTLIrPU55KNCyI,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1V7Pvt7_E9o7zbjLjPkjMO5jKaB_x8KaokTjgAVaVEGTVCAe7K89dbiWw,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1vC6FoAP97nX89L07-tSvIwpgwO1N2_E2mBqnVx_n9L-EPvcz38LxDD3Q,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1VJvtFzvNCIV-B003AW32HuYvyp9AFEhp7OHQ36V0KSbyS4WcWNNhSCUM,2,0,0,2,100,2,0,1,2,100
/?fbclid=IwAR1vRXDJ3TOsqB-y8GRRVBNf5CSgRDudTvD06jJyjjGHvsynkfs93_TJrDs,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1VsmPzrflfkHfsmTFJoFILSz_GvBGYQN_JbJBkpTwNDlliz4UZj2BAxjw,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1VTgznBmOwRLVbl0RYNSpkNlsBUt7ui7N43SW8HuraLpfOQ-tXNRE1sCw,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1vwJBR2ZbGHRJZi_IIHK2oNHhPLQa5RJLuXzKZI1mX830xShKopi_fggA,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1W90QYoZAlpnkEw7Nu_uFK9vx7FRT2mPwH8rF8Z4-kOloI5llrKIu4dXg,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1WKpNBlO4wSg0tdXM3qSdWi-Ik4ZlJkRjuX1GvjDhkWGpI8pDZeiWbaOk,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1wQfCUw72YR0zNlSrYfvg_hlylFdyNOG-TeuAPDrkWjSTjdTdFY_GoGr0,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1wwVU55tSmSjjsAE_AmmVeQscMqDEQVl8BHHaABBK-tIEKUm0H67oRS8o,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1XhBCLr5eNSpYsKfRbzhJFSCG-wBpEG9eBj3i1TRbxVDl03hR4Yl_9Yco,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1XhYNJNpFQU3V7ChsHLHlyZdyhDCuOrTqhqBrjD2xboorEYL6jQFH_MRc,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1Y4yAg00lH67T9be2umEvXOpoCSMKwysrFzjhVsaxvmXVKiKOxY2zipt8,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1Y9ibwMjyYfMFWJ3Fq_cbnBmkm6oJyP5gmfhzz4z8qEgAaRHi2srdZG1w,2,0,0,2,100,2,0,1,2,100
/?fbclid=IwAR1YfelaA0s4Db8isS0xlA1qcdOAFoQwxSr1CHCwK2AGMrntTvE9TfNL4RE,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1z3wR7hAsuEZwyA04O_jUnprLYDgaRA5LfMugaFbp6UYq4SxV1f858d5k,1,105,105,0,0,7,17.5,7,1,14.285714285714285
/?fbclid=IwAR1ZFvGP7uojhJIu1uJ0WIDkJeO5lc6EpfGtjsRKSCqys2sm39MPFxsJf5A,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR1ZXIeGDls6UXgxbP_JKJiPRj07sCGiZYZoApalYIQ1ad-3OOZ65iKzqR4,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2_eCf3Fzru33iIfVzbhyKg9s1bI5kLyNzPOvlC-p16GK6IjOnzRJYJUes,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2-BjT74FsbQ69Jy7971MuT360h4VMtWcprr_GyKAxPOtUgwzos9279hlU,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR20bfNT18U12EZUTxm9n2rPhpgiusgLyryWiBiFH_admdajZBH83-IdBc0,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR20cqG2fKk7Fsy9Y7jyX1zigLZYlgsKrNMzEIi22Q1vip4Os824o4M5jSM,1,7,7,0,0,2,7,2,1,50
/?fbclid=IwAR20ikJSdTg_1QxbmSg9BYdpqdbjccYU3qhKTNXO3ZbBLdzFE7Qp2CCt1PA,1,105,105,0,0,3,52.5,3,1,33.33333333333333
/?fbclid=IwAR20MgkymvSuPGplAyiaKdycnxfGBsS7RybJ6KdBQL6HxeIXy8uEhaGgR5E,1,537,537,0,0,4,179,4,1,25
/?fbclid=IwAR20Rv9Caae0YqIMzDLe4oofMghDoNKaDxX5KSx7QXj5kCHtJsnB5YqxOrE,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR20WIuur9FIqMppsF6Ygz3fAXrQjqc2zM8L5LefE_f-tjjUrlzt2aDSyvg,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR21pFlPQTZIonhgsXMcTJtNt12kvHKfqfaMVphugUmsNCCkO1NQhpt7txk,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR21VEbczPsIdqEbk5Qv-SpB9auyrqYk4UIVF4n1fuGuC5ET8nqd_ip_xPs,1,406,406,0,0,2,406,2,1,50
/?fbclid=IwAR22THxZrLvxYJ4SttSh-Q_oT5TRH0k0W1_434di98k_xencidJKmJAj7to,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR22wfUwmcYNvGY2i95nhO7rdXUe40vbxUiMfN-7tnUwVt4c1pnLZ4ZzSBc,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR22yHFvX6HC6HnxNj8kwipv64wuFEHvFzIZEtb--IGSWoFL6Rz6p1qayq8,1,224,224,0,0,12,20.363636363636363,12,1,8.333333333333332
/?fbclid=IwAR23Cz6FzsV5H2_C8Rx357G1HYMS4VieQP8zci6cpCgQfEQatOCZTGYR554,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR24x-nHzg2bOJawiQxdryRuqDtAUa-JMec9TEwFTwP8q7aje3ROde8qWL4,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR25auCGioSyOCK7GsmJO56-0eLTx2cYyaTEywhCom7AcnMV7Q96vZPNYok,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR271nt3z_co0XtjbWHBx9_vDRl_yc9joLUAE0TKJ_dOt1m8pJ9rXi44sQQ,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR27lmKf6C2QQhRFh6wUDxsEZUtwS193aJ-6-JKx4bnhxd7gEUIyUGS9wH0,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR283Bb6XbVNffvP86F_Y9vB4dHm1h6Oi0AHO-qnVGd8WXUyX_6cyBNuFWU,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2885KKKmK_dcly-XW5-HHwmok1kOg05IewIVpbx7kuI38gce9LdFVZuCA,3,0,0,3,100,3,0,1,3,100
/?fbclid=IwAR28Y-XGFjKdJGB8ZH_0d4HAmZRtISe8rpzyXM-1VqmUv--mS2HeLZKIpaw,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR293TKQQFB06DVegbTGpe-r2wiim1G-YnDuznoBP5geQNXOpipxFfF3g-w,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2a75yJQasYhFFixQh-pEl2S0TBOydjxbDNqUw95R4okaiKrA0KeW6ZdSQ,5,0,0,5,100,5,0,1,5,100
/?fbclid=IwAR2aB54kiq53-mF40KQL57bqrYsfr3xuUVBSTWwqEQ4fbdQ_j5ij_LYZQOE,1,79,79,0,0,2,79,2,1,50
/?fbclid=IwAR2Ag2E45rbDACTpNwRVhYeSzuWpa22pfhYrbvKX3k9_NciOd20aahAt8DE,1,121,121,0,0,3,60.5,3,1,33.33333333333333
/?fbclid=IwAR2AGmd8buNm-ZT2yPMUOg2qhM_IMPlWtSUqPl6QgyBJAlUlUBN_embaJec,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2apLg0fDlusN-nxCjMXM6E6TlRH8qc8r7eh5w4cReMiDFYZ77QiYvCNcE,1,875,875,0,0,6,174.8,6,1,16.666666666666664
/?fbclid=IwAR2bllYRtoD4qwlHUkKPcUD20sfbxqsF-YjGT05kf3GxdbTdmKJZAH4MVVo,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2BWL7BUGiVR4Hwje0weSqvnPRiAVKILKjsj0Vh8MQFDPJEDHeKNCQxXdk,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2BYXIK7PMk_pa-vBSWG5DGIycze0QbKC0aWit9940LXiXNHZaAdLeUWaQ,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2C1h-1PFcvhl7nT0W3Cmny4MQ1f7VzDqzbF3QqqsILt_-VvDTEwyGqBNg,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2c5A0jO22QMEfaZvoai_c_Np4FOKVKokGmsTzwVkdZpwcxwCvcvasJvWE,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2ccTWiITi7lJ-sgzZSLSJV68PptsNYDFVCCWTagK0sf4G6EkXKOKQnvsw,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2cdXDiiX-oQUqjS8U4GFta7L00VWMThF1-9V-psXZSkoO9sP8_IpqtXy4,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2cpzdpK9WO7iGdDZfe-TXd6JsVyXvgJ7m9a0geL_EhpmnU-H_R0tuXt-8,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2cqbjCc_1TL9gfLltgwCuv8bI9zv_NZDLBxVrxuPm9HctXeTuKxB3wCZM,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2Crv9UmIeplRPAcLBkwlfaL1_VSNnRaD3wbL3LEOgYS_T1Yx2I4Y6EKgY,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2cZam006YcrI83iEVQ5ZaCZxO0kg9eXKB9x6Y6rJNc5JV_bmBoluPAaiM,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2dcRCHIR4oHxgs52M2t5ItDmFkOTa8t2n_Q7R-m3ayAjzLc3B9n74cZcc,1,262,262,0,0,2,262,2,1,50
/?fbclid=IwAR2DRhfUHy7N0Q-TlMej1yJOQEoiW_2HxZyWDbWLOBrbZ74Gclp33UmtzoI,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2em6mtTYlqwVIr8a8kshHIxEUan_Ri1b6JY4RMXzcTsq0JIwypX8i4_so,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2Fgmznn8lVkF6QEMGk5dbEtqs98hSloqnv6pyZ742Z92HEJ1hT6hofIH0,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2FIb5_VyBot_N1iOkL5NHRG47BFRvdkbkV2yClGveHzXZJ9sqsAkWVUZE,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2FJ8WqqUSq8zKJWNgAInUcNBHx4ap94xuHbZZnvrvhVKWtov8ADwJnaas,1,27,27,0,0,4,9,4,1,25
/?fbclid=IwAR2fuvcXP-uf8c0O5A9WRIdvbCVrqLn_MJR6ZehfCN8wgTqfFbnYMSGOm7w,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2gGTKtuERrWaJxDSYtMqpI1jdTdbHFqMBZHl-52iwzC-E5EhvcAhPqaPI,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2GIyPjqTWhg2_1M7WUOA4oLtpTmCCBAdfYp32XcWwavJBsGvQIZkGQpNY,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2gNHKYqxShSlqrDRMCIQ2_R2Ud-B_vJq-qVvEd5UqFhuwZVnQMJ6mUuX0,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2GqnYcgy7w9WoU734vFLdkYjLDOacxhiOnafQ_QTCv26eEsZehZeOwVrA,3,469,156.33333333333334,2,66.66666666666666,7,117.25,2.3333333333333335,3,42.857142857142854
/?fbclid=IwAR2gtWmQC7GNyov3hKIQYbZ7-eQq2fYgH6afiKMbA3qT87bodH_cAsHUbKo,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2HafKT5GplX1fIzTi0vCeZ5iqi5Jp6HL1fJsde8jhJwJNT9R40EGwC_fg,1,261,261,0,0,11,26,11,1,9.090909090909092
/?fbclid=IwAR2HQBOgMLNw-NmzaElOl_iqEoM1QgyUXa9CxLl1Vn7Bo2WDjRspP2m44bA,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2i5lR5cS3wT8a9tKVSABiUBpZldiUhkcT43Z1ccod7y3rx3guVkqpqdTQ,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2i6jiBZxbD_t0BA_IJ9UanD3WQqXSE4Cy7XRTRIrbJ97r11lbpBUQzpaU,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2IeX_XzIoc7qyp4c7LpbI-7BmRmGQ8vT6andwyJVG_2Ozlx0DKLX70ovI,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2IjYEQwUCmAfI-AZ22C0VMlxhYc4x1ZPh9Cc85xnK7gHyFKs9iciM3Odk,1,9,9,0,0,2,9,2,1,50
/?fbclid=IwAR2iMeifD6ZGA_ArIF3uxtxJESgA3940pSmdKDDOg-DiQhfmSmA-kP39lNI,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2ismJM7dT61GwWe75eQoM2EWqkrTsN9CJcKroqU0dpn4BGH0hDD9NDf2k,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2jcD6obZkdDNdiPHtFOyJfimBniE35gHtUesd3UFhjYHGKQTSiPzj65kQ,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2JieSstb9-SC_o9sLQWBIFrMhbab-_62gm659-IpcUMxR6ofiaogoMDck,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2jX6oESQ5j7CoQGNRAAAoKhOGt4jN4jbhaEf-LY9nfqZRC_MQQtDxpfaA,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2jZ2pkoAzcJUt8k5ATmP0NKf7i0SxDZTOB9M2OTnFDYOSX5DAQRDqjO_I,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2K5yPbw-MJu0cL3jVVVYotdTfCnOoFdwp4ESr1qlK-t4tY3iA2dcpX_gQ,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2KbRUvA9C7ADrJENL6u8jjK3UXIK81G4XTFKJnArLvzrTcxO3DrJrhfWA,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2kfU9HEgXqMLuz6cTKPjBMNIIU9fnU4_gL7pKHKimlh6w9W9hiVJrTMOg,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2LTvdLasjhm_SG1lyUS7B9COklHRRWgpTng3dAn_XwYylRkuhMArhALDU,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2ntnzxDuwf4xl76lt9mCUhGEUImDi7ZMWKy0gP0rOallBb3MAmEQ4gfUs,1,159,159,0,0,5,39.5,5,1,20
/?fbclid=IwAR2o1kx3XjkAzeQoU_UOoOQVsy4u6jWGa6_4ZX0udeYDlQSHI8cI4UVUClY,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2oALHWp5ThdGaJp4wFJKIbfVPXoVEf6BUTZxGlK1YTPhhNMYLp3Yhn9UE,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2OgZRsaqINdRhh6hZU31jG7we91Oz6bErS68YvcweVpAE4aocZyNdDzjc,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2OL2n0AnRL5-neR-jaU1415EKE07RW8n3IKPUeW_B61T4vbQkQUTLeDWA,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2OQ_T5dEXJ_brJ37ZZkXNCjNfZCcl2nsDYQSnNz7uGyUvkgbSS0OUq4TU,1,202,202,0,0,3,101,3,1,33.33333333333333
/?fbclid=IwAR2oQfndhNMmRtZwrbzPmR_GMKNcbPtwqwbYdlLTYzrJ0AtmohrJ-R7sT4Y,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2pOUd0xlAwLKof20mtm8Axr3D6McgDg2c9nRh-ln3IwylUFTHmsihNqGk,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2POUgnhbYt-DTYYi_3Z1Q-ULb1_kq3-F0i1-DKDnKCY88wzbPRwotDBTY,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2PWYxHApx77gdt4vh_YXWVTubmgbr4q0hhOwaVbCTn4tJlIhOBBBmVJ8U,1,574,574,0,0,5,143.75,5,1,20
/?fbclid=IwAR2q-9acG0Uviz4cqh5jrDBFdIaraDDVHlUPJIgsmKUtbbXJG4hcZmADMlA,1,326,326,0,0,5,81.75,5,1,20
/?fbclid=IwAR2R4KX_MRxKnAd-CfVTnlwIk4uk3tjerqlxZAolvq_eVVBDIxHb7RLTLU4,1,26,26,0,0,2,26,2,1,50
/?fbclid=IwAR2rPUQ_lA-IqXIbp9xaDf_vMqxWKJVq-jDNA_Fuoiczz0almEAkysqdVVo,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2rrqq7TCLzZoKmAD3VQRZY6kdN3Zt3Eg_diQn5LQMupF2h0lz71pXlj1s,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2RSdzQCsAjRdNdKO_SY646BTesKBD5ba0rf6fF3O_uSFh4q317H87UNQA,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2Stm0B5qAOnYh_f-ztL61EmjKevtg0rbBnsJJndnxn5Sd5GQACG2cjc_E,1,1,1,0,0,2,1,2,1,50
/?fbclid=IwAR2suQOTlW9wXWXx_M55J0QB51YoXLgH4zB9oBlccuVdBDTJuIxRMTqxrMw,1,51,51,0,0,2,51,2,1,50
/?fbclid=IwAR2t9cwQj5Pl6zAqaTvkjbq5aLdbCORSZH7H9C-sJD-mlLG7q7g2IpTndNU,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2TBHerYfBJdfRF0iUJ1U7upymUqKKnlNBpvPYmrBNf6v7OySKgg4W2NhQ,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2TizB2bje72rOs-bSECQMszivUGkgFasIJdS_RSwigwAEtTPwbFiS68Jc,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2tRucOhmHHPh62rbBgVxRkY2r4QTc9xM4_hB-NsKK8BCzLKy77Sdk1LxI,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2TUilQLP1SkztX9nLatGIIK64Vu1WdvtIqpoYlimhTDDBM5EK5F61lkLo,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2TvAWePhX3VBah_a_i97CNtQOEhrfiDlioeX1gxluFdwDjFQ_ajLu3_Mc,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2Tyc4cPueN7iP2fPy1kL-6s5z81mVtJdkqpaUu7q7HGIDiLi6z8-h3UqY,1,1395,1395,0,0,4,464.6666666666667,4,1,25
/?fbclid=IwAR2UHxofVvE9jawssmyn1EESc22qWUPDXsFOLKH0J3IleDlagAYZ51orbmU,1,17,17,0,0,2,17,2,1,50
/?fbclid=IwAR2uPFMfaU_jBYDDwJrVCv4MeJQnJWaJYIcN93UsprmPvTZ67YONqPdDtBs,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2WffhGWD5sXJ1x2yi9AhIHVG5j-S-KLNjDOpaPJs_OEox8hGFV9DjwbUI,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2WLRHVRhYqmkPu_T6AJVugx1i_P10QrQvQbSzptQ6v5EhYPoLY3wgcYa8,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2WMCOSHoe9EUsVoPRjcRa-9hHZd5qT-e2KebOcDo0MBvdr49QTTorWoFU,1,0,0,1,100,1,0,1,1,100
/?fbclid=IwAR2X7VuXAFPil_ARUoevKsK03g_VVjF54GkLFj92GgMKno9AVcaomDqrYEE,1,0,0,1,100,1,0,1,1,100
